"chr","pos","Name","regression_coef"
"chr11",7691961,"cg23213894",0.01435
"chr5",147691991,"cg23461926",0.01434
"chr7",151593084,"cg10521599",-0.01434
"chr3",154901913,"cg10683392",0.01433
"chr4",165846190,"cg05059323",0.01432
"chr1",55393968,"cg15790171",-0.01431
"chr4",103702006,"cg09379044",-0.01429
"chr1",229404111,"cg05051369",0.01429
"chr14",73613981,"cg04325963",-0.01429
"chr16",85010597,"cg02011430",0.01428
"chr11",3713079,"cg01999914",-0.01428
"chr8",28555982,"cg19193147",0.01427
"chr6",135123715,"cg24006896",-0.01426
"chr4",186631481,"cg01115917",-0.01425
"chr2",64471218,"cg07390072",0.01425
"chr22",25391655,"cg03341480",0.01424
"chr7",16708976,"cg09228536",-0.01423
"chr4",141051792,"cg00487979",0.01423
"chr1",203293433,"cg06637812",-0.01423
"chr3",15342682,"cg09026258",-0.01423
"chr9",117481856,"cg06758476",-0.01423
"chr4",48798400,"cg06913166",0.01421
"chr20",47654878,"cg18667222",-0.01421
"chr11",85555920,"cg23686030",0.0142
"chr2",23928958,"cg10259131",0.01419
"chr2",32585694,"cg03983703",-0.01419
"chr2",112918552,"cg17057892",-0.01419
"chr2",60753602,"cg08426369",-0.01419
"chr11",63331821,"cg19240569",-0.01417
"chr17",35879117,"cg20032949",-0.01416
"chr14",51563938,"cg18686963",0.01416
"chr8",146120871,"cg27163034",0.01415
"chr8",119315325,"cg18957392",0.01415
"chr10",125987402,"cg23973338",-0.01414
"chr5",133186686,"cg00456037",-0.01414
"chr3",65652312,"cg25383615",0.01412
"chr5",57298379,"cg08370203",0.01412
"chr6",14733832,"cg05468439",-0.01412
"chr3",119071213,"cg21904489",-0.01412
"chr10",105552406,"cg19140548",0.01412
"chr16",743338,"cg06639267",-0.01411
"chr4",141648570,"cg10685128",-0.01411
"chr12",46555052,"cg13626825",0.0141
"chr18",2627866,"cg22246141",0.01408
"chr2",114604909,"cg13555172",-0.01408
"chr10",99204727,"cg23433532",0.01407
"chr3",182786070,"cg11341215",0.01407
"chr6",138738288,"cg12759521",0.01407
"chr22",39810706,"cg06897548",-0.01407
"chr1",233825293,"cg12609938",0.01406
"chr8",128959420,"cg06895230",0.01406
"chr12",118301251,"cg25138870",0.01405
"chr8",107636965,"cg09062052",-0.01405
"chr1",46950189,"cg13893756",0.01404
"chr3",99686770,"cg00573148",0.01404
"chr3",52906562,"cg13240557",-0.01403
"chr19",36595138,"cg02607112",-0.01403
"chr22",25389099,"cg17043988",-0.01402
"chr1",205280384,"cg18449888",-0.01402
"chr12",69742232,"cg16097772",0.01401
"chr1",180579182,"cg00274133",-0.014
"chr16",70586768,"cg23565168",0.01399
"chr2",105702137,"cg00085994",-0.01398
"chr1",19828942,"cg21470993",-0.01398
"chr9",96676349,"cg04616539",0.01398
"chr9",127649959,"cg11189709",0.01397
"chr4",6754822,"cg26319827",0.01396
"chr5",142217046,"cg24135868",0.01396
"chr21",17653269,"cg16240189",-0.01395
"chr2",43276399,"cg00056834",0.01395
"chr11",3964589,"cg10951027",-0.01395
"chr2",60619220,"cg14049087",0.01395
"chr12",76338898,"cg17095171",0.01394
"chr1",25300563,"cg18057225",0.01394
"chr17",79803202,"cg11301060",-0.01393
"chr10",84836338,"cg17792666",0.01393
"chr19",8618073,"cg13523014",-0.01392
"chr19",17909115,"cg11916067",-0.01391
"chr5",150476928,"cg15931138",-0.01391
"chr2",151536134,"cg17194679",-0.01391
"chr1",56453730,"cg12628061",-0.01391
"chr5",150399143,"cg22005145",-0.01391
"chr3",160987204,"cg06677378",-0.0139
"chr1",235716468,"cg05445932",-0.01389
"chr4",89728734,"cg11807397",0.01389
"chr2",218027522,"cg02558751",-0.01388
"chr3",20056466,"cg20754715",-0.01387
"chr10",88299051,"cg11395579",-0.01387
"chr11",59549702,"cg13670984",0.01386
"chr5",55797994,"cg09555920",0.01385
"chr13",99932587,"cg16178786",-0.01385
"chr2",2704173,"cg27101308",-0.01384
"chr15",94643030,"cg06386426",-0.01384
"chr22",50227722,"cg16029289",0.01384
"chr11",74551157,"cg07569293",-0.01384
"chr22",32448101,"cg14490520",-0.01383
"chr10",76863377,"cg27381913",0.0138
"chr6",38068342,"cg15566520",-0.0138
"chr13",111817826,"cg14380858",-0.0138
"chr11",30604467,"cg07876055",-0.01379
"chr1",16564689,"cg19418009",-0.01378
"chr10",76786105,"cg19540522",-0.01377
"chr1",155206349,"cg18157364",-0.01377
"chr11",126278603,"cg12017702",0.01377
"chr15",57163611,"cg19885332",-0.01377
"chr6",4602787,"cg17423113",-0.01377
"chr17",79844023,"cg00058644",0.01377
"chr3",9395290,"cg15889573",-0.01377
"chr6",16317307,"cg01173642",0.01376
"chr3",182386390,"cg18347791",0.01376
"chr10",85932728,"cg15314370",0.01376
"chr3",176638674,"cg20436180",0.01375
"chr1",155895456,"cg02805690",-0.01374
"chr5",156708190,"cg25267513",0.01374
"chr3",87370332,"cg16075151",0.01374
"chr21",34497416,"cg03429319",0.01373
"chr17",73449360,"cg21331386",0.01372
"chr1",228678615,"cg11626371",0.01371
"chr16",84438776,"cg11053256",-0.01371
"chr10",70163809,"cg07328400",-0.0137
"chr5",150976354,"cg15606698",0.0137
"chr16",23199222,"cg10206931",-0.0137
"chr7",33012040,"cg18321881",-0.01369
"chr17",80753363,"cg09954813",-0.01368
"chr8",128755270,"cg17588094",-0.01367
"chr3",58335732,"cg25386499",-0.01365
"chr5",72131020,"cg03577479",-0.01365
"chr1",165811207,"cg23935261",-0.01363
"chr11",93259022,"cg21205972",-0.01362
"chr15",51652445,"cg10501067",-0.01362
"chr8",124247948,"cg00892353",-0.01362
"chr1",168004784,"cg19282093",-0.01362
"chr17",19213451,"cg02012033",-0.01362
"chr20",10657937,"cg00418999",-0.0136
"chr12",105625526,"cg26739647",-0.01359
"chr1",22741050,"cg00027940",-0.01358
"chr13",41137364,"cg07151737",-0.01356
"chr1",162335175,"cg03391436",-0.01356
"chr7",51089834,"cg05033728",0.01355
"chr5",131409408,"cg13103915",0.01355
"chr19",5882594,"cg22905984",-0.01355
"chr7",29162153,"cg17185495",0.01355
"chr7",94210097,"cg15799450",-0.01354
"chr12",104820774,"cg23563093",-0.01352
"chr9",75761226,"cg06749828",0.01351
"chr17",76054281,"cg13800273",0.01351
"chr4",64987721,"cg11889076",0.01351
"chr20",48368188,"cg10027305",-0.0135
"chr12",92453837,"cg20759375",-0.01349
"chr1",225832858,"cg17497320",-0.01347
"chr8",86262603,"cg26832399",-0.01347
"chr3",188868261,"cg24175693",0.01345
"chr8",143835180,"cg04331204",-0.01345
"chr5",31867937,"cg23368002",-0.01344
"chr9",115643884,"cg15534883",-0.01343
"chr6",15062825,"cg09185727",-0.01342
"chr9",108032091,"cg09693059",0.01342
"chr15",40355695,"cg12553271",0.01341
"chr13",49147568,"cg11408657",-0.01341
"chr18",28898344,"cg20099449",0.0134
"chr16",16130410,"cg25794168",-0.01339
"chr19",17515778,"cg02608002",-0.01338
"chr6",31696229,"cg09632273",-0.01338
"chr12",69546994,"cg27383357",0.01338
"chr21",17682258,"cg16063315",0.01338
"chr8",17782244,"cg20919773",0.01337
"chr15",90626648,"cg00225587",-0.01337
"chr2",9193471,"cg25811083",0.01337
"chr15",64913474,"cg05249010",0.01337
"chr3",42702502,"cg11032189",-0.01336
"chr14",22971697,"cg16668326",0.01336
"chr8",95905950,"cg26955482",0.01335
"chr6",116748028,"cg10955960",0.01334
"chr1",114414340,"cg14385738",-0.01334
"chr10",34976730,"cg27011753",0.01334
"chr17",43489199,"cg02200722",-0.01333
"chr13",50735214,"cg25851564",-0.01333
"chr19",45670485,"cg05538508",0.01332
"chr12",6855032,"cg09664107",0.0133
"chr2",43734570,"cg19154565",-0.0133
"chr6",14277467,"cg11293097",0.0133
"chr3",187975150,"cg26124569",0.0133
"chr8",123006754,"cg02813813",-0.01329
"chr20",19999412,"cg16387943",-0.01329
"chr17",4691473,"cg27318622",-0.01329
"chr7",156336617,"cg03383886",0.01328
"chr16",56334484,"cg01753131",0.01328
"chr6",107169188,"cg16253437",0.01328
"chr9",116342094,"cg17544208",-0.01327
"chr2",68456627,"cg01878805",-0.01326
"chr2",106357707,"cg14655837",-0.01324
"chr1",97560282,"cg21015639",-0.01323
"chr7",66192282,"cg02346636",0.01323
"chr10",126337404,"cg25498715",0.01323
"chr21",32567133,"cg26695190",-0.01322
"chr11",95647661,"cg25314817",-0.01321
"chr11",72369148,"cg25614900",0.0132
"chr6",7529043,"cg06566193",0.01319
"chr22",29997555,"cg26896611",-0.01319
"chr1",45983175,"cg07159951",0.01319
"chr12",112062661,"cg00418629",-0.01317
"chr1",223921358,"cg14178043",0.01315
"chr16",14763500,"cg05746241",0.01315
"chr17",78571214,"cg00545580",-0.01315
"chr1",62303548,"cg07426804",-0.01314
"chr11",10888859,"cg06566681",0.01314
"chr5",148998856,"cg12041134",-0.01314
"chr3",111758050,"cg17235415",-0.01314
"chr20",9075493,"cg08576827",0.01314
"chr18",45658722,"cg10867817",-0.01313
"chr4",185874781,"cg21331228",0.01313
"chr19",7962625,"cg19492183",0.01313
"chr2",64782942,"cg20701676",-0.01312
"chr14",59718687,"cg27515532",0.01312
"chr1",202261194,"cg01420711",0.01311
"chr13",99930073,"cg12507840",0.01311
"chr7",34195022,"cg18042544",0.01311
"chr11",682092,"cg17778795",0.01311
"chr3",144148898,"cg18429611",0.01311
"chr3",172041893,"cg04041380",-0.0131
"chr15",34349252,"cg22927134",0.0131
"chr17",25868579,"cg16873710",-0.01309
"chr8",105497254,"cg21868366",-0.01309
"chr5",150414339,"cg10162409",-0.01309
"chr6",106235379,"cg01201432",0.01309
"chr3",59237913,"cg10710607",0.01308
"chr4",39431844,"cg17446457",0.01307
"chr17",67042439,"cg20161080",-0.01305
"chr16",27643670,"cg24889298",0.01304
"chr2",225397387,"cg06867755",0.01304
"chr1",211460879,"cg17974090",0.01304
"chr4",74738676,"cg27255449",-0.01299
"chr4",153021529,"cg26875626",0.01297
"chr14",97428747,"cg24423397",-0.01297
"chr10",12311424,"cg03854350",0.01297
"chr2",198541655,"cg00826638",0.01296
"chr8",127559361,"cg13044450",-0.01296
"chr1",229322391,"cg13539891",0.01295
"chr18",47368396,"cg27584206",-0.01295
"chr1",241830162,"cg08756328",-0.01294
"chr21",45198592,"cg16149927",0.01293
"chr1",66817885,"cg21198745",0.01293
"chr1",203523643,"cg04325291",0.01293
"chr10",52263515,"cg14611218",-0.01293
"chr15",59841613,"cg09696115",-0.01293
"chr12",45718317,"cg15992174",-0.01292
"chr8",127858540,"cg25519098",-0.01292
"chr2",19985398,"cg22654507",0.01292
"chr20",1926131,"cg04552530",-0.01292
"chr1",53380395,"cg14580376",-0.01292
"chr7",69808286,"cg15520052",-0.01291
"chr13",41626718,"cg25214823",0.01291
"chr15",74048800,"cg08133984",-0.0129
"chr18",46754833,"cg00891657",-0.0129
"chr1",165883094,"cg25995216",-0.0129
"chr14",24785933,"cg10065809",-0.01289
"chr10",85936244,"cg21563061",0.01289
"chr11",126363802,"cg20179939",0.01288
"chr1",246734875,"cg15124636",0.01288
"chr16",55073696,"cg21364133",0.01288
"chr7",100139917,"cg13695383",0.01287
"chr17",3479188,"cg23814364",-0.01287
"chr8",26247802,"cg08274233",-0.01287
"chr9",110813299,"cg13654103",-0.01286
"chr11",64115133,"cg26707686",-0.01286
"chr1",6548491,"cg11432443",0.01285
"chr1",169461139,"cg15994897",-0.01285
"chr5",142953551,"cg14687500",-0.01285
"chr10",23721877,"cg23598140",0.01285
"chr14",101245696,"cg04273063",-0.01284
"chr9",128446026,"cg17674361",-0.01283
"chr3",47475621,"cg02020985",-0.01283
"chr9",107745972,"cg11088536",0.01282
"chr20",60906057,"cg15193198",-0.01282
"chr1",153332972,"cg15467116",0.01282
"chr17",28103313,"cg04673494",-0.01282
"chr1",55780435,"cg04349793",-0.01281
"chr8",128223109,"cg11843935",-0.0128
"chr11",83278056,"cg01667673",0.0128
"chr2",201989737,"cg25407140",0.01279
"chr18",25616652,"cg15322562",0.01279
"chr20",42981178,"cg10902350",-0.01278
"chr6",157232364,"cg26138342",-0.01278
"chr3",125370416,"cg16354954",-0.01278
"chr10",74284369,"cg05977485",-0.01278
"chr5",118367693,"cg27009704",-0.01277
"chr5",53880780,"cg22475697",-0.01277
"chr10",48421468,"cg18254559",0.01277
"chr8",58056026,"cg08219700",0.01276
"chr1",85860078,"cg16203320",0.01275
"chr7",22213528,"cg02887420",0.01274
"chr4",146097339,"cg25810980",0.01274
"chr2",209360441,"cg25252708",-0.01274
"chr15",44063940,"cg20060080",0.01274
"chr1",221068935,"cg25001102",-0.01274
"chr1",235664791,"cg13395373",0.01273
"chr15",90295951,"cg24249390",0.01271
"chr14",24732386,"cg23696550",0.0127
"chr15",31357238,"cg09976282",0.01269
"chr3",124537810,"cg11928064",0.01268
"chr6",12924021,"cg08960498",0.01268
"chr10",60124127,"cg13877894",-0.01267
"chr3",151035969,"cg01754219",0.01267
"chr6",15482156,"cg22549987",-0.01266
"chr3",42946772,"cg06845438",-0.01265
"chr5",20679092,"cg01112547",0.01265
"chr12",92464984,"cg14690837",0.01265
"chr19",42577386,"cg04399789",0.01265
"chr17",74632028,"cg15588258",0.01264
"chr4",129491921,"cg18575452",-0.01264
"chr2",234295635,"cg20954746",-0.01264
"chr4",138970736,"cg20677616",-0.01263
"chr1",41464497,"cg07230757",-0.01263
"chr4",6753778,"cg13390372",-0.01262
"chr10",123373232,"cg00794526",0.0126
"chr16",27734424,"cg03390830",-0.0126
"chr21",30680641,"cg03877350",0.0126
"chr5",158839568,"cg26706599",0.01259
"chr8",121609944,"cg18303303",-0.01258
"chr8",102255565,"cg09550022",0.01257
"chr17",4713592,"cg14104272",-0.01257
"chr20",37820003,"cg02834465",0.01257
"chr7",87951666,"cg17582254",-0.01256
"chr19",14513421,"cg21458958",-0.01255
"chr3",71465131,"cg20874819",-0.01255
"chr11",125828068,"cg05558714",-0.01255
"chr2",28560003,"cg26929830",0.01254
"chr3",187672350,"cg25318579",-0.01253
"chr8",54851599,"cg16650472",-0.01253
"chr4",87832387,"cg24083198",0.01253
"chr12",120501872,"cg10530875",0.01252
"chr12",102139493,"cg24032890",0.01252
"chr2",99481913,"cg02246603",-0.01251
"chr22",18495463,"cg01274198",0.01249
"chr2",28632319,"cg13534071",0.01249
"chr2",141111444,"cg03137091",-0.01249
"chr9",251757,"cg13049815",0.01249
"chr6",7119942,"cg15634144",0.01248
"chr10",77307204,"cg17458910",-0.01248
"chr7",34170126,"cg24614741",-0.01248
"chr7",108168766,"cg21674228",-0.01248
"chr16",67494219,"cg01772137",-0.01247
"chr1",246249657,"cg27484216",-0.01247
"chr12",67491139,"cg06822339",-0.01246
"chr7",77145761,"cg16090149",-0.01245
"chr1",110358396,"cg05113672",-0.01245
"chr16",56671223,"cg07754798",-0.01245
"chr21",19292972,"cg05937774",-0.01243
"chr19",35992791,"cg27139805",0.01243
"chr21",27404776,"cg17728373",0.01243
"chr6",138386575,"cg01636393",-0.01243
"chr3",175064553,"cg14249533",-0.01242
"chr12",79345916,"cg12968693",-0.01242
"chr13",20763366,"cg11381282",-0.01242
"chr3",14320523,"cg18556976",-0.01242
"chr16",80027871,"cg02127118",0.01241
"chr5",93621566,"cg13926004",0.01241
"chr10",50099645,"cg24970041",-0.01241
"chr10",43839588,"cg25133024",-0.0124
"chr3",52502445,"cg24575128",0.0124
"chr11",30446982,"cg16244544",0.0124
"chr1",162336680,"cg15933376",0.0124
"chr16",16119200,"cg17407893",-0.01239
"chr2",175640445,"cg17621774",-0.01239
"chr3",111482267,"cg08384188",-0.01237
"chr14",70103947,"cg13166520",0.01237
"chr16",53412353,"cg16658140",0.01237
"chr10",6249748,"cg27545615",0.01236
"chr3",189754576,"cg22128899",0.01236
"chr1",153284590,"cg21843015",-0.01235
"chr1",116411860,"cg02902554",-0.01235
"chr9",37160123,"cg10200107",0.01234
"chr2",69376877,"cg13944494",0.01234
"chr1",60433426,"cg14800774",0.01234
"chr20",42817526,"cg01771937",0.01234
"chr8",48574512,"cg01133348",-0.01233
"chr6",28889876,"cg22355525",0.01233
"chr18",20275018,"cg15940164",-0.01233
"chr1",2180027,"cg02360367",-0.01232
"chr16",84281611,"cg03344309",-0.01232
"chr5",108652488,"cg26621431",0.01232
"chr9",15936687,"cg25220869",-0.01232
"chr19",4968104,"cg10886161",-0.01232
"chr17",66703253,"cg02300481",0.01232
"chr21",40635536,"cg01871662",0.01231
"chr13",21613416,"cg07012854",0.01231
"chr16",83838230,"cg25110019",0.0123
"chr1",12030750,"cg02528347",-0.0123
"chr17",29323781,"cg08029698",-0.0123
"chr8",21768710,"cg24969098",0.01228
"chr2",71679841,"cg18186672",0.01225
"chr16",12241620,"cg08153712",-0.01224
"chr6",144612696,"cg01359933",-0.01224
"chr12",122958437,"cg19383127",0.01223
"chr22",21150560,"cg24710151",0.01223
"chr3",69413847,"cg27336913",-0.01222
"chr7",141404769,"cg16111488",-0.01221
"chr4",140586396,"cg03421014",0.0122
"chr1",45795593,"cg19235065",0.01218
"chr19",16308183,"cg02415661",0.01217
"chr4",140811633,"cg10896765",0.01216
"chr10",70354343,"cg07833260",-0.01216
"chr14",34519978,"cg27107882",0.01216
"chr10",126698513,"cg14332592",-0.01215
"chr1",65549912,"cg06338511",0.01215
"chr10",79542806,"cg25586364",-0.01215
"chr5",81300529,"cg07385221",0.01214
"chr15",90456619,"cg26702670",0.01213
"chr2",99649353,"cg15191126",0.01213
"chr3",149097004,"cg15373379",-0.0121
"chr6",74270821,"cg19642177",0.01209
"chr2",24641508,"cg03192549",-0.01208
"chr13",25085405,"cg17117459",-0.01208
"chr4",68302736,"cg19911958",0.01208
"chr1",154492645,"cg22989941",-0.01207
"chr4",54519254,"cg24093156",-0.01207
"chr3",193217253,"cg20182111",-0.01207
"chr12",27500572,"cg15474407",0.01206
"chr13",42728142,"cg01856053",-0.01206
"chr6",44043009,"cg20253785",-0.01205
"chr1",224031795,"cg02526551",0.01204
"chr1",201322905,"cg24017737",-0.01203
"chr6",5181057,"cg22889316",0.01202
"chr4",38159082,"cg06544512",-0.01201
"chr15",100176182,"cg22186128",-0.01201
"chr9",130184057,"cg12063639",0.01197
"chr18",9539476,"cg27051058",-0.01195
"chr5",173853801,"cg03177721",0.01193
"chr2",218602070,"cg02620130",0.01191
"chr6",86295700,"cg03776905",-0.01191
"chr6",31023763,"cg12496807",-0.01191
"chr4",124966179,"cg22963789",0.0119
"chr21",39658539,"cg05861553",0.0119
"chr12",42488228,"cg06141378",-0.0119
"chr2",11487955,"cg07622575",-0.01189
"chr1",161122523,"cg00330281",-0.01189
"chr14",78348754,"cg04965324",-0.01188
"chr3",183014093,"cg13099390",0.01188
"chr6",2735386,"cg17780925",-0.01188
"chr1",19266187,"cg05416345",0.01188
"chr17",63581519,"cg09520735",-0.01187
"chr2",10982172,"cg01896102",0.01187
"chr21",44195410,"cg23902232",-0.01186
"chr1",78499362,"cg10840006",0.01186
"chr6",31692375,"cg16746362",-0.01184
"chr7",129984231,"cg22864452",0.01184
"chr1",177953446,"cg00236991",0.01184
"chr16",16070868,"cg08996506",0.01182
"chr9",35906980,"cg21518683",0.01182
"chr20",32949932,"cg14340128",-0.01182
"chr4",153807318,"cg09689478",0.01182
"chr12",6175190,"cg14183760",0.01181
"chr1",95464471,"cg22227621",-0.0118
"chr1",84850933,"cg08800985",0.0118
"chr14",65534767,"cg12240243",0.0118
"chr6",35364904,"cg22826320",-0.0118
"chr13",79944111,"cg10973879",0.01179
"chr5",55953363,"cg19520670",-0.01179
"chr20",32366491,"cg03983540",0.01179
"chr1",42655725,"cg17880994",-0.01178
"chr7",75556324,"cg11607004",0.01177
"chr3",58196897,"cg27057448",-0.01177
"chr2",88356565,"cg12233478",0.01176
"chr1",1494726,"cg20140735",0.01176
"chr12",64324997,"cg07288713",0.01174
"chr3",189303042,"cg26484144",0.01174
"chr22",29474956,"cg24894680",-0.01173
"chr1",21953340,"cg11285442",-0.01171
"chr15",42339069,"cg22323230",-0.01171
"chr7",116381017,"cg18285813",-0.0117
"chr20",58038886,"cg03627646",-0.0117
"chr15",92434189,"cg21367154",0.01167
"chr9",131735366,"cg16153363",0.01167
"chr18",9706324,"cg03819689",-0.01166
"chr1",47865704,"cg07739514",0.01165
"chr22",42775299,"cg12522173",0.01165
"chr16",10843654,"cg03287527",-0.01165
"chr20",55651833,"cg06341490",-0.01164
"chr2",217291928,"cg21477184",0.01163
"chr1",182458262,"cg16478792",-0.01163
"chr8",52873933,"cg02076124",-0.01163
"chr5",111010026,"cg22652065",0.01162
"chr11",110067287,"cg21384131",0.01162
"chr2",219473384,"cg01410045",0.0116
"chr6",114567943,"cg22115168",0.01159
"chr3",185245491,"cg15463692",-0.01159
"chr6",138112783,"cg12820235",-0.01158
"chr1",38657610,"cg11868327",0.01158
"chr5",138848435,"cg15013199",-0.01157
"chr20",11282322,"cg10630111",-0.01156
"chr12",96584672,"cg12976793",-0.01156
"chr1",61460155,"cg22409850",-0.01155
"chr1",40708313,"cg08200370",-0.01154
"chr12",32084945,"cg09926805",-0.01154
"chr2",37086644,"cg14605244",-0.01153
"chr6",38803955,"cg15300837",-0.01153
"chr12",49883572,"cg23925455",-0.01152
"chr10",93300762,"cg07977933",0.01152
"chr10",97785444,"cg19715167",0.01151
"chr1",151297178,"cg21689040",0.01151
"chr8",87496664,"cg12106552",-0.0115
"chr1",184761885,"cg10136859",0.0115
"chr1",200842890,"cg13300273",0.0115
"chr8",102031304,"cg01377601",-0.0115
"chr1",206970717,"cg21027759",0.01149
"chr13",25085301,"cg18582260",-0.01148
"chr8",140757835,"cg13442238",-0.01148
"chr8",94377680,"cg21074058",0.01147
"chr19",10797461,"cg12047771",0.01147
"chr14",21899461,"cg04225626",0.01146
"chr15",71863299,"cg01314063",0.01146
"chr6",105308735,"cg02098413",0.01145
"chr16",67205371,"cg20336013",0.01145
"chr3",94647969,"cg05335855",-0.01145
"chr2",24931616,"cg08252585",0.01145
"chr20",18047788,"cg21100768",-0.01145
"chr14",39640418,"cg16747861",-0.01144
"chr6",125416580,"cg18426836",-0.01142
"chr1",201298617,"cg14277643",0.01142
"chr7",69345978,"cg01311197",-0.01142
"chr17",79906039,"cg05454957",0.01142
"chr17",67449183,"cg01629379",0.01141
"chr17",38989439,"cg21265427",-0.01141
"chr11",62385071,"cg25870670",-0.0114
"chr5",124829055,"cg09241763",-0.01139
"chr20",49200925,"cg05093113",0.01139
"chr9",136384845,"cg04596135",-0.01139
"chr7",143080652,"cg06351055",-0.01139
"chr18",9894855,"cg11432495",0.01138
"chr3",128778575,"cg04083553",-0.01137
"chr14",102909114,"cg11215273",0.01137
"chr10",103895431,"cg18188150",0.01137
